,moviename,director,leadactors,screenwriter,picture,averating,numrating,description,typelist,backpost,movieId,title,genres,showyear,ratings_count,backpost-origin
28,Bio-Dome,Jason Bloom,"Pauly Shore,Stephen Baldwin,Joey Lauren Adams,Teresa Hill,William Atherton,Dara Tomanovich,Kevin West,Denise Dowse,Kylie Minogue,Kyle Gass,Jack Black,Rose McGowan",,http://image.tmdb.org/t/p/w185/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,2.4,5809.0,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",Comedy,http://106.12.12.171/qgGwZFb5Vwua90TgJI03Dvwgd7a.jpg,65,Bio-Dome (1996),Comedy,1996-01-12,5478,http://image.tmdb.org/t/p/w780/qgGwZFb5Vwua90TgJI03Dvwgd7a.jpg
29,Friday,F. Gary Gray,"Ice Cube,Chris Tucker,Nia Long,Tom Lister Jr.,John Witherspoon,Anna Maria Horsford,Regina King,Paula Jai Parker,Faizon Love,DJ Pooh,Tony Cox,Anthony Johnson,Bernie Mac,Meagan Good,Terri J. Vaughn,F. Gary Gray,Reynaldo Rey,Michael Clarke Duncan",,http://image.tmdb.org/t/p/w185/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,3.6,5178.0,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",Comedy,http://106.12.12.171/isWyP4jWmcCHjUcanVwGBDwVSsA.jpg,69,Friday (1995),Comedy,1995-04-26,4919,http://image.tmdb.org/t/p/w780/isWyP4jWmcCHjUcanVwGBDwVSsA.jpg
30,From Dusk Till Dawn,Robert Rodriguez,"George Clooney,Quentin Tarantino,Harvey Keitel,Juliette Lewis,Ernest Liu,Salma Hayek,Cheech Marin,Danny Trejo,Tom Savini,Fred Williamson,Michael Parks,Brenda Hillhouse,John Saxon,Marc Lawrence,Kelly Preston,John Hawkes,Tito Larriva,Peter Atanasoff,Johnny Vatos Hernandez,Aimee Graham,Heidi McNeal,Ernest M. Garcia,Gregory Nicotero,Cristos,Mike Moroff,Tia Texada,Janine Jordae,Ungela Brockman,Michelle Berube,Michael McKay,Jake McKinnon,Walter Phelan,Wayne Toth",,http://image.tmdb.org/t/p/w185/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,3.3,15600.0,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.","Horror,Action,Thriller,Crime",http://106.12.12.171/3kPTAFgx2BftDOexBe41k8kqSRD.jpg,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996-01-19,15490,http://image.tmdb.org/t/p/w780/3kPTAFgx2BftDOexBe41k8kqSRD.jpg
31,White Squall,Ridley Scott,"Jeff Bridges,Caroline Goodall,John Savage,Scott Wolf,Jeremy Sisto,Ryan Phillippe,David Lascher,David Lascher,Eric Michael Cole,Jason Marsden,David Selby,Julio Oscar Mechoso,Zeljko Ivanek,Balthazar Getty,Ethan Embry",,http://image.tmdb.org/t/p/w185/3a5nomeyzJF4gG26HouCtce99ki.jpg,3.5,4599.0,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,"Action,Drama",http://106.12.12.171/g007k6BkEvbWjGMb8UYTOG85Ium.jpg,86,White Squall (1996),Action|Adventure|Drama,1996-02-02,4473,http://image.tmdb.org/t/p/w780/g007k6BkEvbWjGMb8UYTOG85Ium.jpg
32,Black Sheep,Penelope Spheeris,"Chris Farley,David Spade,Grant Heslov,Tim Matheson,Gary Busey,Bruce McGill,Christine Ebersole,Timothy Carhart,Michael Patrick Carter,Boyd Banks,David St. James,Skip O'Brien,Branden R. Morgan,Gypsy Spheeris,John Ashker,Jonathan Everett Lewis,James Noah",,http://image.tmdb.org/t/p/w185/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,3.1,5879.0,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",Comedy,http://106.12.12.171/5e520E5E3gO3EbDqhHZ9PVstAHk.jpg,88,Black Sheep (1996),Comedy,1996-02-01,5561,http://image.tmdb.org/t/p/w780/5e520E5E3gO3EbDqhHZ9PVstAHk.jpg
33,Broken Arrow,John Woo,"John Travolta,Christian Slater,Samantha Mathis,Delroy Lindo,Bob Gunton,Frank Whaley,Howie Long,Vondie Curtis-Hall,Jack Thompson,Vyto Ruginis,Ousaun Elam,Shaun Toub,Casey Biggs,Jeffrey J. Stephen,Joey Box",,http://image.tmdb.org/t/p/w185/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,3.1,25730.0,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.","Action,Adventure,Drama,Thriller",http://106.12.12.171/iNrFvpFWLxcndT4ovL02muZ7sEf.jpg,95,Broken Arrow (1996),Action|Adventure|Thriller,1996-02-09,23602,http://image.tmdb.org/t/p/w780/iNrFvpFWLxcndT4ovL02muZ7sEf.jpg
34,City Hall,Harold Becker,"Al Pacino,John Cusack,Bridget Fonda,Danny Aiello,Martin Landau,David Paymer,Richard Schiff",,http://image.tmdb.org/t/p/w185/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg,3.2,4447.0,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.","Drama,Thriller",http://106.12.12.171/pyopmpNMW3mTBz0ZqInyGYDEgb6.jpg,100,City Hall (1996),Drama|Thriller,1996-02-16,4262,http://image.tmdb.org/t/p/w780/pyopmpNMW3mTBz0ZqInyGYDEgb6.jpg
35,Bottle Rocket,Wes Anderson,"Luke Wilson,Owen Wilson,Lumi Cavazos,Andrew Wilson,Robert Musgrave,Haley Miller,James Caan,Ned Dowd,Shea Fowler,Brian Tenenbaum,Jenni Tooley,Temple Nash",,http://image.tmdb.org/t/p/w185/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,3.8,4905.0,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.","Comedy,Crime,Drama",http://106.12.12.171/3Fa0XjSyuyDrlVyYmbbten3nojg.jpg,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996-02-21,4884,http://image.tmdb.org/t/p/w780/3Fa0XjSyuyDrlVyYmbbten3nojg.jpg
36,Happy Gilmore,Dennis Dugan,"Adam Sandler,Christopher McDonald,Julie Bowen,Frances Bay,Allen Covert,Robert Smigel,Bob Barker,Richard Kiel,Dennis Dugan,Joe Flaherty,Lee Trevino,Kevin Nealon,Verne Lundquist,Jared Van Snellenberg,Ken Camroux,Carl Weathers,Nancy McClure,Helena Yea,Will Sasso,Dee Jay Jackson,Ellie Harvie,Ian Boothby,Ben Stiller",,http://image.tmdb.org/t/p/w185/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,3.4,21957.0,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",Comedy,http://106.12.12.171/z5qwh317CANMZO7KMPAEepwxlyq.jpg,104,Happy Gilmore (1996),Comedy,1996-02-16,21359,http://image.tmdb.org/t/p/w780/z5qwh317CANMZO7KMPAEepwxlyq.jpg
37,Muppet Treasure Island,Brian Henson,"Tim Curry,Kevin Bishop,Jennifer Saunders,Billy Connolly,Dave Goelz,Frank Oz,Steve Whitmire,David Nicholls,Frederick Warder,Harry Jones,Peter Geeves,Jessica Hamilton,Kermit the Frog",,http://image.tmdb.org/t/p/w185/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,3.2,8093.0,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.","Action,Comedy,Music,Family,Adventure",http://106.12.12.171/op3mNFDlXLZBgLDyxTiM9fU1neo.jpg,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996-02-16,7178,http://image.tmdb.org/t/p/w780/op3mNFDlXLZBgLDyxTiM9fU1neo.jpg
38,Braveheart,Mel Gibson,"Mel Gibson,Catherine McCormack,Sophie Marceau,Patrick McGoohan,Angus Macfadyen,Brendan Gleeson,James Robinson,James Cosmo,Sean McGinley,Gerda Stevenson,Mhairi Calvey,Jeanne Marine,Sean Lawlor,Sandy Nelson,Alan Tall,Andrew Weir,Brian Cox,Peter Hanly,Stephen Billington,Tommy Flanagan,Rupert Vansittart,Tam White,Ian Bannen,David O'Hara,Peter Mullan,David Gant,Malcolm Tierney,Martin Murphy,Gerard McSorley,Bernard Horsfall,Richard Leaf,Liam Carney,Ralph Riach,Barry McGovern,John Kavanagh,Alun Armstrong,Julie Austin,Alex Norton,Michael Byrne,William Scott-Masson,Dean Lopata,Donal Gibson,Jimmy Chisholm,John Murtagh,David McKay,Niall O'Brien,Martin Dempsey,Jimmy Keogh,Joe Savino,Mal Whyte,Paul Tucker,Graeme Ford,Greg Jeloudov,Rana Morrison,Jer O'Leary",,http://image.tmdb.org/t/p/w185/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,4.0,67918.0,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.","Action,Drama,History,War",http://106.12.12.171/dVZNSiUG8TDzNuaR87NKVTNYhWX.jpg,110,Braveheart (1995),Action|Drama|War,1995-05-24,64757,http://image.tmdb.org/t/p/w780/dVZNSiUG8TDzNuaR87NKVTNYhWX.jpg
39,Taxi Driver,Martin Scorsese,"Robert De Niro,Cybill Shepherd,Harvey Keitel,Jodie Foster,Peter Boyle,Leonard Harris,Albert Brooks,Diahnne Abbott,Gino Ardito,Martin Scorsese,Murray Moston,Richard Higgs,Bill Minkin,Bob Maroff,Victor Argo,Joe Spinell,Frank Adu,Brenda Dickson,Norman Matlock,Harry Northup,Harlan Cary Poe,Steven Prince,Peter Savage,Nicholas Shields,Ralph S. Singleton,Annie Gagen,Carson Grant,Mary-Pat Green,Debbi Morgan,Don Stroud,Copper Cunningham",,http://image.tmdb.org/t/p/w185/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,4.1,32291.0,"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.","Crime,Drama",http://106.12.12.171/hjmJKAVoZ3n2KWbKgasbfdugwhu.jpg,111,Taxi Driver (1976),Crime|Drama|Thriller,1976-02-07,31283,http://image.tmdb.org/t/p/w780/hjmJKAVoZ3n2KWbKgasbfdugwhu.jpg
40,Boomerang,Reginald Hudlin,"Eddie Murphy,Robin Givens,Halle Berry,David Alan Grier,Grace Jones,Martin Lawrence,Geoffrey Holder,Eartha Kitt,Chris Rock,Tisha Campbell-Martin,Lela Rochon,John Canada Terrell,John Witherspoon",,http://image.tmdb.org/t/p/w185/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg,2.9,4089.0,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.","Comedy,Romance",http://106.12.12.171/tLNPrlyocufAOIFvvn4AEDK7ubX.jpg,122,Boomerang (1992),Comedy|Romance,1992-06-30,4021,http://image.tmdb.org/t/p/w780/tLNPrlyocufAOIFvvn4AEDK7ubX.jpg
41,Bad Boys,Michael Bay,"Will Smith,Martin Lawrence,Téa Leoni,Tchéky Karyo,Joe Pantoliano,Marg Helgenberger,Michael Imperioli,Theresa Randle,Anna Levine,Nestor Serrano,Kevin Corrigan,Julio Oscar Mechoso,Saverio Guerra,Vic Manni,Frank John Hughes,Mike Kirton,Emmanuel Xuereb,Ralph Gonzalez,John Salley,Lisa Boyle,Marc Macaulay,Karen Alexander,Heather Davis,Buddy Bolton,Will Knickerbocker,Tiffany Samuels,Cory Hodges,Scott Cumberbatch,Michael Taliferro,Fawn Reed,Joey Romano,Sam Ayers",,http://image.tmdb.org/t/p/w185/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,3.3,15141.0,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other.","Action,Comedy,Crime,Thriller",http://106.12.12.171/2jNSXfITbGYxxWLJOLTh9eAx3y8.jpg,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995-04-07,14658,http://image.tmdb.org/t/p/w780/2jNSXfITbGYxxWLJOLTh9eAx3y8.jpg
42,Apollo 13,Ron Howard,"Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,Ed Harris,Kathleen Quinlan,Mary Kate Schellhardt,Emily Ann Lloyd,Miko Hughes,Max Elliott Slade,Jean Speegle Howard,Tracy Reiner,David Andrews,Michele Little,Chris Ellis,Joe Spano,Xander Berkeley,Roger Corman,Andrew Lipschultz,Mark Wheeler,Endre Hules,Clint Howard,Christian Clemenson,Brett Cullen,Thom Barry,Gabriel Jarret,Jim Lovell",,http://image.tmdb.org/t/p/w185/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,3.9,58200.0,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",Drama,http://106.12.12.171/dx7htIWzPs50HEWP0lyvjfyfKyt.jpg,150,Apollo 13 (1995),Adventure|Drama|IMAX,1995-06-30,55669,http://image.tmdb.org/t/p/w780/dx7htIWzPs50HEWP0lyvjfyfKyt.jpg
43,Rob Roy,Michael Caton-Jones,"Liam Neeson,Jessica Lange,John Hurt,Tim Roth,Eric Stoltz,Brian Cox,Jason Flemyng,Andrew Keir,Shirley Henderson,Brian McCardie,Gilbert Martin,Vicki Masson,Gilly Gilchrist,Ewan Stewart,David Hayman,David Brooks Palmer,Myra McFadyen,John Murtagh,Karen Matheson,Bill Gardiner,Brian McArthur,Valentine Nwanze,Richard Bonehill,Allan Sutherland",,http://image.tmdb.org/t/p/w185/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,3.5,13569.0,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour.",Adventure,http://106.12.12.171/eC08o03fmEodTnn4JZlqJqR3IXQ.jpg,151,Rob Roy (1995),Action|Drama|Romance|War,1995-04-13,13281,http://image.tmdb.org/t/p/w780/eC08o03fmEodTnn4JZlqJqR3IXQ.jpg
44,Batman Forever,Joel Schumacher,"Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,Chris O'Donnell,Michael Gough,Pat Hingle,Drew Barrymore,Debi Mazar,Elizabeth Sanders,Rene Auberjonois,Joe Grifasi,Philip Moon,Jessica Tuck,Dennis Paladino,Don Wilson,Kimberly Scott,Eileen Seeley,Michael Paul Chan,Jon Favreau,Bob Zmuda,Rebecca Budig,Ria Coyne,Ed Begley Jr.,Ramsey Ellis",,http://image.tmdb.org/t/p/w185/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,2.9,38446.0,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.","Action,Crime,Fantasy",http://106.12.12.171/gVTTtYgKIBurNvkGiGC6735b8y.jpg,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995-06-16,36764,http://image.tmdb.org/t/p/w780/gVTTtYgKIBurNvkGiGC6735b8y.jpg
45,Casper,Brad Silberling,"Christina Ricci,Bill Pullman,Devon Sawa,Cathy Moriarty,Eric Idle,Joe Nipote,Joe Alaskey,Brad Garrett,Garette Ratliff Henson,Jessica Wesson,Amy Brenneman,Malachi Pearson,Chauncey Leopardi,Spencer Vrooman,Ben Stein,Don Novello,Fred Rogers,Terry Murphy,Ernestine Mercer,Doug Bruckner,John Kassir,Wesley Thompson,Michael Dubrow,J.J. Anderson,Jess Harnell,Michael McCarty,Micah Winkelspecht,Mike Simmrin,Dan Aykroyd,Rodney Dangerfield,Clint Eastwood,Mel Gibson,Elise Main,Tony Stef'Ano",,http://image.tmdb.org/t/p/w185/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,2.9,15761.0,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.","Fantasy,Comedy,Family",http://106.12.12.171/ov0ZrirIgvrm97oqhcRxVyjnLbT.jpg,158,Casper (1995),Adventure|Children,1995-05-26,15005,http://image.tmdb.org/t/p/w780/ov0ZrirIgvrm97oqhcRxVyjnLbT.jpg
46,Congo,Frank Marshall,"Laura Linney,Dylan Walsh,Ernie Hudson,Tim Curry,Grant Heslov,Joe Don Baker,Lorene Noh,Mary Ellen Trainor,Misty Rosas,Stuart Pankin,Carolyn Seymour,Romy Rosemont,James Karen,Bill Pugin,Lawrence T. Wrentz,John Hawkes,Bruce Campbell,Adewale Akinnuoye-Agbaje,Delroy Lindo,Joe Pantoliano,Jimmy Buffett",,http://image.tmdb.org/t/p/w185/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,2.6,15944.0,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.","Action,Adventure,Drama,Mystery,Science Fiction,Thriller",http://106.12.12.171/74G2n8hyooZfORLjh6oGtFjGBPk.jpg,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995-06-09,15762,http://image.tmdb.org/t/p/w780/74G2n8hyooZfORLjh6oGtFjGBPk.jpg
47,Crimson Tide,Tony Scott,"Denzel Washington,Gene Hackman,Matt Craven,George Dzundza,Viggo Mortensen,James Gandolfini,Rocky Carroll,Jaime Gomez,Michael Milhoan,Scott Burkholder,Danny Nucci,Lillo Brancato,Eric Bruskotter,Ricky Schroder,Steve Zahn,Marcello Thedford,Ryan Phillippe,Scott Grimes",,http://image.tmdb.org/t/p/w185/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,3.7,26192.0,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.","War,Action,Thriller",http://106.12.12.171/27RVxku4mEr4fHW5oUu5KtSLO9D.jpg,161,Crimson Tide (1995),Drama|Thriller|War,1995-05-12,25785,http://image.tmdb.org/t/p/w780/27RVxku4mEr4fHW5oUu5KtSLO9D.jpg
48,Crumb,Terry Zwigoff,"Robert Crumb,Aline Kominsky,Charles Crumb,Maxon Crumb,Martin Muller,Robert Hughes",,http://image.tmdb.org/t/p/w185/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,4.0,6518.0,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",Documentary,http://106.12.12.171/jF06R8RAWLlpI7lADkJ4MPzFck1.jpg,162,Crumb (1994),Documentary,1994-09-10,6389,http://image.tmdb.org/t/p/w780/jF06R8RAWLlpI7lADkJ4MPzFck1.jpg
49,Desperado,Robert Rodriguez,"Antonio Banderas,Salma Hayek,Joaquim de Almeida,Cheech Marin,Steve Buscemi,Carlos Andrés Gómez,Quentin Tarantino,Tito Larriva,Angel Aviles,Danny Trejo,Abraham Verduzco,Carlos Gallardo,Albert Michel Jr.,David Alvarado,Angela Lanza,Elizabeth Rodriguez",,http://image.tmdb.org/t/p/w185/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,3.4,17033.0,A gunslinger is embroiled in a war with a local drug runner.,"Thriller,Action,Crime",http://106.12.12.171/wA3qqVezyktBj92nTVXU7tYd1iG.jpg,163,Desperado (1995),Action|Romance|Western,1995-08-25,16521,http://image.tmdb.org/t/p/w780/wA3qqVezyktBj92nTVXU7tYd1iG.jpg
